"Variables ->","GDP","CPI_U","CPIF_U","CPIE_U","CPIXFE_U","S","RS","GDP_RW_U","CPI_RW","RS_RW","D4L_CPI_TAR","WOIL_U","WFOOD_U","w_CPIF","w_CPIE","EMBI","UNEM","CPI","CPIF","CPIE","CPIXFE","GDP_RW","WOIL","WFOOD","L_CPI","L_CPIE","L_CPIE_U","L_CPIF","L_CPIF_U","L_CPIXFE","L_CPIXFE_U","L_CPI_RW","L_CPI_U","L_EMBI","L_GDP","L_GDP_RW","L_GDP_RW_U","L_S","L_WFOOD","L_WFOOD_U","L_WOIL","L_WOIL_U","L_w_CPIE","L_w_CPIF","L_Z","DLA_CPI","DLA_CPIE","DLA_CPIE_U","DLA_CPIF","DLA_CPIF_U","DLA_CPIXFE","DLA_CPIXFE_U","DLA_CPI_RW","DLA_CPI_U","DLA_EMBI","DLA_GDP","DLA_GDP_RW","DLA_GDP_RW_U","DLA_S","DLA_WFOOD","DLA_WFOOD_U","DLA_WOIL","DLA_WOIL_U","DLA_w_CPIE","DLA_w_CPIF","DLA_Z","D4L_CPI","D4L_CPIE","D4L_CPIE_U","D4L_CPIF","D4L_CPIF_U","D4L_CPIXFE","D4L_CPIXFE_U","D4L_CPI_RW","D4L_CPI_U","D4L_EMBI","D4L_GDP","D4L_GDP_RW","D4L_GDP_RW_U","D4L_S","D4L_WFOOD","D4L_WFOOD_U","D4L_WOIL","D4L_WOIL_U","D4L_w_CPIE","D4L_w_CPIF","D4L_Z","RR","RR_RW","RR_BAR","RR_GAP","L_Z_BAR","L_Z_GAP","RR_RW_BAR","RR_RW_GAP","DLA_Z_BAR","L_GDP_GAP","L_GDP_BAR","DLA_GDP_BAR","L_GDP_RW_BAR_PURE","L_GDP_RW_GAP_PURE","L_GDP_RW_BAR","L_GDP_RW_GAP"
"2014Q1",1.93328783e+05,8.08272762e+01,7.84457452e+01,7.81561649e+01,8.23265211e+01,2.00405333e+03,3.25000000e+00,8.15041524e+01,9.34575591e+01,7.33333330e-02,3.00000000e+00,1.57951407e+02,1.32238751e+02,2.01406048e-01,1.72079595e-01,1.82265625e+00,9.57000000e+00,8.04831676e+01,7.80957724e+01,7.76511674e+01,8.21409389e+01,8.39426984e+01,1.60514946e+02,1.31292877e+02,4.38804806e+02,4.35222658e+02,4.35870894e+02,4.35793592e+02,4.36240724e+02,4.40843654e+02,4.41069330e+02,4.53750742e+02,4.39231448e+02,6.00294915e+01,1.21721476e+03,4.43013440e+02,4.40065397e+02,7.60292708e+02,4.87743053e+02,4.88460901e+02,5.07838706e+02,5.06228743e+02,-1.75979815e+02,-1.60243227e+02,7.75238643e+02,1.99936463e+00,3.85988629e+00,9.82779317e+00,1.95732566e+00,7.58066459e+00,2.30783665e+00,4.44292968e+00,2.22455526e+00,5.94669058e+00,1.17261474e+01,5.50784169e+00,-1.38118689e-02,-2.28026424e+01,1.85603252e+01,1.19083248e+01,1.89199022e+01,-6.36339616e+00,-5.42268492e+00,0.00000000e+00,0.00000000e+00,1.87855159e+01,2.43443188e+00,2.73691915e+00,2.66113204e+00,1.27255529e+00,1.35982324e+00,2.75914540e+00,2.77336051e+00,1.59982913e+00,2.47684739e+00,3.53679008e+01,5.85085568e+00,2.80606903e+00,2.70287569e+00,1.12202891e+01,-5.07908388e+00,-5.30320986e+00,-3.68091361e+00,-4.22180395e+00,0.00000000e+00,0.00000000e+00,1.03856863e+01,8.15568115e-01,-1.52649580e+00,9.15703105e-01,-1.00134990e-01,7.77863610e+02,-2.62496701e+00,-1.29648954e+00,-2.30006259e-01,6.27155038e+00,-3.03869190e-03,1.22030315e+03,4.35560989e+00,4.43590274e+02,-5.76833253e-01,4.43590274e+02,-5.76833253e-01
"2014Q2",1.94022251e+05,8.16662602e+01,8.01647372e+01,7.89426476e+01,8.28970285e+01,1.91360637e+03,3.52198000e+00,8.47599871e+01,9.39338985e+01,9.33333330e-02,3.00000000e+00,1.60639380e+02,1.26632800e+02,2.01406048e-01,1.72079595e-01,1.53400000e+00,9.37000000e+00,8.13985747e+01,7.96315746e+01,7.87780218e+01,8.26868766e+01,8.48516007e+01,1.57869992e+02,1.25106564e+02,4.39935776e+02,4.36663405e+02,4.36872161e+02,4.37741068e+02,4.38408373e+02,4.41506090e+02,4.41759922e+02,4.54259133e+02,4.40264095e+02,4.27878703e+01,1.21757281e+03,4.44090386e+02,4.43982358e+02,7.55674489e+02,4.82916589e+02,4.84129156e+02,5.06177186e+02,5.07916198e+02,-1.75979815e+02,-1.60243227e+02,7.69997846e+02,4.52387938e+00,5.76298502e+00,4.00506793e+00,7.78990216e+00,8.67059600e+00,2.64974526e+00,2.76236490e+00,2.03356316e+00,4.13058416e+00,-6.89664849e+01,1.43222840e+00,4.30778091e+00,1.56678451e+01,-1.84728722e+01,-1.93058558e+01,-1.73269810e+01,-6.64607910e+00,6.74981724e+00,0.00000000e+00,0.00000000e+00,-2.09631884e+01,2.73934846e+00,2.43230446e+00,2.44669603e+00,2.85585945e+00,2.87683741e+00,2.76779304e+00,2.79586122e+00,2.03807121e+00,2.75369099e+00,3.61485138e+00,3.81071806e+00,3.24136332e+00,3.24154459e+00,2.70671122e+00,-8.52663507e+00,-7.55381082e+00,5.83983531e+00,6.01501574e+00,0.00000000e+00,0.00000000e+00,2.00543397e+00,7.82631544e-01,-1.94473788e+00,8.77095043e-01,-9.44634985e-02,7.79558581e+02,-9.56073460e+00,-1.22631476e+00,-7.18423117e-01,6.77988195e+00,1.47828979e-02,1.22133589e+03,4.13097549e+00,4.44334299e+02,-2.43912981e-01,4.44334299e+02,-2.43912981e-01
"2014Q3",1.95876367e+05,8.20611731e+01,8.10654159e+01,7.95963833e+01,8.30582637e+01,1.90913424e+03,4.24728000e+00,8.61987836e+01,9.40313046e+01,9.00000000e-02,3.00000000e+00,1.51422166e+02,1.16486876e+02,2.01406048e-01,1.72079595e-01,1.50196970e+00,9.27000000e+00,8.22180169e+01,8.11705230e+01,7.96136247e+01,8.31961715e+01,8.59879112e+01,1.48958801e+02,1.17663619e+02,4.40937446e+02,4.37718524e+02,4.37696866e+02,4.39655216e+02,4.39525643e+02,4.42120133e+02,4.41954233e+02,4.54362775e+02,4.40746498e+02,4.06777378e+01,1.21852390e+03,4.45420672e+02,4.45665607e+02,7.55440514e+02,4.76782987e+02,4.75777862e+02,5.00366977e+02,5.02007173e+02,-1.75979815e+02,-1.60243227e+02,7.68865843e+02,4.00667946e+00,4.22047838e+00,3.29881858e+00,7.65659363e+00,4.46908017e+00,2.45617164e+00,7.77246540e-01,4.14570685e-01,1.92961493e+00,-8.44052996e+00,3.80433188e+00,5.32114514e+00,6.73299400e+00,-9.35901751e-01,-2.45344070e+01,-3.34051762e+01,-2.32408367e+01,-2.36360970e+01,0.00000000e+00,0.00000000e+00,-4.52801052e+00,2.81815905e+00,3.45062820e+00,3.46152281e+00,3.20762654e+00,3.20303400e+00,2.52152116e+00,2.50431823e+00,1.67002805e+00,2.80230095e+00,-1.68558358e+01,4.02740333e+00,3.59634469e+00,3.65721560e+00,8.08398182e-02,-8.42152460e+00,-9.12488218e+00,-5.89865039e+00,-5.81657504e+00,0.00000000e+00,0.00000000e+00,-1.06729118e+00,1.42912095e+00,-1.58002805e+00,8.44282615e-01,5.84838334e-01,7.81357173e+02,-1.24913293e+01,-1.15505390e+00,-4.24974157e-01,7.19436810e+00,2.10525694e-01,1.22230552e+03,3.87850683e+00,4.45080425e+02,3.40246444e-01,4.45080425e+02,3.40246444e-01
"2014Q4",1.98361599e+05,8.25257268e+01,8.10071496e+01,7.99913011e+01,8.37100150e+01,2.17365174e+03,4.50000000e+00,8.95336458e+01,9.35462540e+01,1.00000000e-01,3.00000000e+00,1.12429812e+02,1.15813437e+02,2.01406048e-01,1.72079595e-01,1.82666667e+00,9.40000000e+00,8.30270547e+01,8.19018366e+01,8.06408339e+01,8.39982992e+01,8.70529313e+01,1.14101392e+02,1.17130898e+02,4.41916651e+02,4.39000515e+02,4.38191789e+02,4.40552142e+02,4.39453742e+02,4.43079655e+02,4.42735862e+02,4.53845601e+02,4.41311008e+02,6.02492812e+01,1.21978469e+03,4.46651634e+02,4.49461448e+02,7.68416386e+02,4.76329210e+02,4.75198059e+02,4.73708746e+02,4.72232913e+02,-1.75979815e+02,-1.60243227e+02,7.80345336e+02,3.91682108e+00,5.12796122e+00,1.97969435e+00,3.58770061e+00,-2.87605752e-01,3.83808790e+00,3.12651626e+00,-2.06869792e+00,2.25804082e+00,7.82861738e+01,5.04317704e+00,4.92384814e+00,1.51833673e+01,5.19034884e+01,-1.81510938e+00,-2.31921060e+00,-1.06632924e+02,-1.19097040e+02,0.00000000e+00,0.00000000e+00,4.59179694e+01,3.61168614e+00,4.74282773e+00,4.77784351e+00,5.24788052e+00,5.10818375e+00,2.81296036e+00,2.77726434e+00,6.50997796e-01,3.56623263e+00,3.15132659e+00,3.94689475e+00,3.63474058e+00,3.69539099e+00,1.27637599e+01,-8.43676184e+00,-8.53286639e+00,-3.57208090e+01,-3.53515013e+01,0.00000000e+00,0.00000000e+00,9.80307158e+00,8.88313865e-01,-5.50997796e-01,8.18076700e-01,7.02371646e-02,7.83229949e+02,-2.88461366e+00,-1.08500560e+00,5.34007801e-01,7.49110699e+00,2.99717211e-01,1.22320627e+03,3.60302748e+00,4.45825612e+02,8.26022230e-01,4.45825612e+02,8.26022230e-01
"2015Q1",1.99136560e+05,8.45261246e+01,8.56027777e+01,8.08928553e+01,8.51779325e+01,2.46933400e+03,4.50000000e+00,8.50763410e+01,9.34369692e+01,1.10000000e-01,3.00000000e+00,8.07469308e+01,1.07382716e+02,2.01406048e-01,1.72079595e-01,2.20078125e+00,8.90000000e+00,8.41344127e+01,8.51307265e+01,8.04169478e+01,8.49652550e+01,8.77489315e+01,8.25740399e+01,1.06638828e+02,4.43241567e+02,4.38722495e+02,4.39312550e+02,4.44418803e+02,4.44971773e+02,4.44224241e+02,4.44474239e+02,4.53728708e+02,4.43706065e+02,7.88812411e+01,1.22017461e+03,4.47447969e+02,4.44354898e+02,7.81170376e+02,4.66944769e+02,4.67639924e+02,4.41369534e+02,4.39131995e+02,-1.75979815e+02,-1.60243227e+02,7.91657517e+02,5.29966280e+00,-1.11207916e+00,4.48304503e+00,1.54666474e+01,2.20721259e+01,4.57834253e+00,6.95350723e+00,-4.67570772e-01,9.58022725e+00,7.45278394e+01,1.55967994e+00,3.18533843e+00,-2.04262010e+01,5.10159586e+01,-3.75377647e+01,-3.02325401e+01,-1.29356845e+02,-1.32403672e+02,0.00000000e+00,0.00000000e+00,4.52487250e+01,4.43676068e+00,3.49983636e+00,3.44165647e+00,8.62521095e+00,8.73104907e+00,3.38058683e+00,3.40490873e+00,-2.20337110e-02,4.47461679e+00,1.88517496e+01,2.95985431e+00,4.43452816e+00,4.28950135e+00,2.08776683e+01,-2.07982842e+01,-2.08209770e+01,-6.64691712e+01,-6.70967481e+01,0.00000000e+00,0.00000000e+00,1.64188739e+01,6.32393215e-02,1.32033711e-01,7.99653705e-01,-7.36414383e-01,7.85139667e+02,6.51785001e+00,-1.01873412e+00,1.15076783e+00,7.63887030e+00,8.14860802e-02,1.22403382e+03,3.31017964e+00,4.46567027e+02,8.80941066e-01,4.46567027e+02,8.80941066e-01
"2015Q2",2.00793961e+05,8.53009652e+01,8.57702588e+01,8.12861521e+01,8.62528171e+01,2.50104791e+03,4.50000000e+00,8.83250387e+01,9.41025773e+01,1.23333333e-01,3.00000000e+00,9.27525965e+01,1.03278055e+02,2.01406048e-01,1.72079595e-01,2.16600000e+00,9.30000000e+00,8.49914946e+01,8.51258640e+01,8.10813777e+01,8.60076401e+01,8.84096240e+01,9.08312651e+01,1.01382487e+02,4.44255119e+02,4.39545331e+02,4.39797567e+02,4.44413091e+02,4.45167231e+02,4.45443613e+02,4.45728272e+02,4.54438544e+02,4.44618577e+02,7.72882149e+01,1.22100346e+03,4.48198083e+02,4.48102363e+02,7.82446509e+02,4.61890036e+02,4.63742492e+02,4.50900356e+02,4.52993570e+02,-1.75979815e+02,-1.60243227e+02,7.92629933e+02,4.05420669e+00,3.29134616e+00,1.94006653e+00,-2.28477650e-02,7.81831946e-01,4.87748907e+00,5.01613004e+00,2.83934109e+00,3.65004696e+00,-6.37210495e+00,3.31539585e+00,3.00045868e+00,1.49898598e+01,5.10453208e+00,-2.02189284e+01,-1.55897299e+01,3.81232842e+01,5.54462972e+01,0.00000000e+00,0.00000000e+00,3.88966648e+00,4.31934251e+00,2.88192665e+00,2.92540612e+00,6.67202347e+00,6.75885806e+00,3.93752278e+00,3.96835002e+00,1.79410771e-01,4.35448249e+00,3.45003446e+01,3.43064618e+00,4.10769760e+00,4.12000504e+00,2.67720193e+01,-2.10265524e+01,-2.03866642e+01,-5.52768304e+01,-5.49226281e+01,0.00000000e+00,0.00000000e+00,2.26320876e+01,1.80657493e-01,-5.60774377e-02,7.90233930e-01,-6.09576436e-01,7.87047278e+02,5.58265501e+00,-9.58469957e-01,9.02392520e-01,7.63044650e+00,-3.31248589e-01,1.22478539e+03,3.00627697e+00,4.47302359e+02,8.95724039e-01,4.47302359e+02,8.95724039e-01
"2015Q3",2.02757239e+05,8.64818568e+01,8.79238243e+01,8.24761074e+01,8.71185330e+01,2.93560391e+03,4.50815000e+00,8.91617439e+01,9.40396197e+01,1.36666667e-01,3.00000000e+00,7.50838264e+01,9.62995712e+01,2.01406048e-01,1.72079595e-01,2.68969697e+00,9.30000000e+00,8.66805591e+01,8.81162920e+01,8.25309543e+01,8.72844413e+01,8.88915725e+01,7.40244206e+01,9.79111608e+01,4.46222963e+02,4.41317343e+02,4.41250864e+02,4.47865744e+02,4.47647081e+02,4.46917223e+02,4.46726964e+02,4.54371618e+02,4.45993464e+02,9.89428537e+01,1.22197647e+03,4.48741734e+02,4.49045207e+02,7.98466847e+02,4.58406055e+02,4.56746387e+02,4.30439505e+02,4.31860517e+02,-1.75979815e+02,-1.60243227e+02,8.06615503e+02,7.87137551e+00,7.08804540e+00,5.81318913e+00,1.38106111e+01,9.91939762e+00,5.89443835e+00,3.99476889e+00,-2.67702125e-01,5.49954953e+00,8.66185553e+01,3.89203509e+00,2.17460320e+00,3.77137410e+00,6.40813543e+01,-1.39359278e+01,-2.79844205e+01,-8.18434034e+01,-8.45322084e+01,0.00000000e+00,0.00000000e+00,5.59422767e+01,5.28551652e+00,3.59881840e+00,3.55399876e+00,8.21052783e+00,8.12143742e+00,4.79708946e+00,4.77273061e+00,8.84256834e-03,5.24696614e+00,5.82651159e+01,3.45257198e+00,3.32106211e+00,3.37960007e+00,4.30263333e+01,-1.83769326e+01,-1.90314753e+01,-6.99274721e+01,-7.01466560e+01,0.00000000e+00,0.00000000e+00,3.77496594e+01,-7.77366519e-01,1.27824099e-01,7.90577419e-01,-1.56794394e+00,7.88917811e+02,1.76976916e+01,-9.05724387e-01,1.03354849e+00,7.48213020e+00,-6.06118036e-01,1.22545992e+03,2.69813525e+00,4.48029844e+02,7.11890225e-01,4.48029844e+02,7.11890225e-01
"2015Q4",2.02004240e+05,8.81517806e+01,9.16030898e+01,8.35360396e+01,8.83100537e+01,3.05896935e+03,5.18750000e+00,9.16238760e+01,9.41437571e+01,1.60000000e-01,3.00000000e+00,6.52603940e+01,9.64609016e+01,2.01406048e-01,1.72079595e-01,2.92696970e+00,9.30000000e+00,8.87071732e+01,9.26890354e+01,8.41741239e+01,8.86344960e+01,8.90120624e+01,6.60957717e+01,9.73313217e+01,4.48534076e+02,4.43288756e+02,4.42527815e+02,4.52925018e+02,4.51746500e+02,4.48452113e+02,4.48085396e+02,4.54482294e+02,4.47906011e+02,1.07396765e+02,1.22160440e+03,4.48877189e+02,4.51769189e+02,8.02583332e+02,4.57812085e+02,4.56913776e+02,4.19110478e+02,4.17838533e+02,-1.75979815e+02,-1.60243227e+02,8.08531551e+02,9.24445181e+00,7.88565236e+00,5.10780273e+00,2.02370971e+01,1.63976785e+01,6.13956050e+00,5.43372779e+00,4.42706013e-01,7.65018587e+00,3.38156472e+01,-1.48828524e+00,5.41821025e-01,1.08959303e+01,1.64659401e+01,-2.37587988e+00,6.69558547e-01,-4.53161078e+01,-5.60879382e+01,0.00000000e+00,0.00000000e+00,7.66419429e+00,6.61742420e+00,4.28824119e+00,4.33602586e+00,1.23728770e+01,1.22927585e+01,5.37245761e+00,5.34953349e+00,6.36693551e-01,6.59500240e+00,4.71474842e+01,1.81970641e+00,2.22555533e+00,2.30774082e+00,3.41669463e+01,-1.85171252e+01,-1.82842830e+01,-5.45982680e+01,-5.43943805e+01,0.00000000e+00,0.00000000e+00,2.81862156e+01,-1.42992420e+00,-4.76693551e-01,8.01063232e-01,-2.23098743e+00,7.90719781e+02,1.78117707e+01,-8.61444681e-01,3.84751130e-01,7.20787806e+00,-5.22543273e-01,1.22605814e+03,2.39288617e+00,4.48748278e+02,1.28911138e-01,4.48748278e+02,1.28911138e-01
"2016Q1",2.03537938e+05,9.12791214e+01,9.79982508e+01,8.67319195e+01,9.03680607e+01,3.24903582e+03,6.04945000e+00,8.74214250e+01,9.42700682e+01,3.60000000e-01,3.00000000e+00,5.16928972e+01,9.97371691e+01,2.01406048e-01,1.72079595e-01,3.55184615e+00,9.70000000e+00,9.08302064e+01,9.73820351e+01,8.62415315e+01,9.01264947e+01,9.02992929e+01,5.28998874e+01,9.92156102e+01,4.50899190e+02,4.45715187e+02,4.46282198e+02,4.57864175e+02,4.58494963e+02,4.50121418e+02,4.50389089e+02,4.54616373e+02,4.51392208e+02,1.26746751e+02,1.22236077e+03,4.50312963e+02,4.47074039e+02,8.08611356e+02,4.59729536e+02,4.60253842e+02,3.96840121e+02,3.94532039e+02,-1.75979815e+02,-1.60243227e+02,8.12328539e+02,9.46045737e+00,9.70572323e+00,1.50175305e+01,1.97566256e+01,2.69938508e+01,6.67722099e+00,9.21477383e+00,5.36313675e-01,1.39447886e+01,7.73999428e+01,3.02549110e+00,5.74309478e+00,-1.87806012e+01,2.41120952e+01,7.66980690e+00,1.33602618e+01,-8.90814270e+01,-9.32259764e+01,0.00000000e+00,0.00000000e+00,1.51879515e+01,7.65762284e+00,6.99269179e+00,6.96964722e+00,1.34453715e+01,1.35231897e+01,5.89717723e+00,5.91485014e+00,8.87664663e-01,7.68614274e+00,4.78655101e+01,2.18615920e+00,2.86499442e+00,2.71914078e+00,2.74409804e+01,-7.21523230e+00,-7.38608252e+00,-4.45294135e+01,-4.45999565e+01,0.00000000e+00,0.00000000e+00,2.06710222e+01,-1.60817284e+00,-5.27664663e-01,8.21090460e-01,-2.42926330e+00,7.92432764e+02,1.98957750e+01,-8.25932146e-01,2.98267484e-01,6.85193429e+00,-2.06925155e-01,1.22658259e+03,2.09777949e+00,4.49456904e+02,8.56059009e-01,4.49456904e+02,8.56059009e-01
"2016Q2",2.04784633e+05,9.26677344e+01,1.00380558e+02,8.68536456e+01,9.17851957e+01,2.99468494e+03,6.93681000e+00,9.05893069e+01,9.51182137e+01,3.73333333e-01,3.00000000e+00,6.88304906e+01,1.12498062e+02,2.01406048e-01,1.72079595e-01,2.86261538e+00,9.43000000e+00,9.23152047e+01,9.95637664e+01,8.66083736e+01,9.15060705e+01,9.06812365e+01,6.71547806e+01,1.09996327e+02,4.52520886e+02,4.46139650e+02,4.46422447e+02,4.60079831e+02,4.60896854e+02,4.51640531e+02,4.51945102e+02,4.55512047e+02,4.52902035e+02,1.05173568e+02,1.22297141e+03,4.50735046e+02,4.50633618e+02,8.00459431e+02,4.70044697e+02,4.72293600e+02,4.20700011e+02,4.23164682e+02,-1.75979815e+02,-1.60243227e+02,8.03450593e+02,6.48678358e+00,1.69785533e+00,5.60996508e-01,8.86262352e+00,9.60756415e+00,6.07645359e+00,6.22404949e+00,3.58269769e+00,6.03930687e+00,-8.62927338e+01,2.44257685e+00,1.68833257e+00,1.42383162e+01,-3.26077002e+01,4.12606443e+01,4.81590317e+01,9.54395617e+01,1.14530574e+02,0.00000000e+00,0.00000000e+00,-3.55117861e+01,8.26576707e+00,6.59431908e+00,6.62487972e+00,1.56667393e+01,1.57296228e+01,6.19691836e+00,6.21683000e+00,1.07350381e+00,8.28345772e+00,2.78853529e+01,1.96795445e+00,2.53696289e+00,2.53125487e+00,1.80129224e+01,8.15466089e+00,8.55110788e+00,-3.02003441e+01,-2.98288872e+01,0.00000000e+00,0.00000000e+00,1.08206591e+01,-1.32895707e+00,-7.00170480e-01,8.48663831e-01,-2.17762090e+00,7.94047471e+02,9.40312139e+00,-7.99247621e-01,9.90771405e-02,6.45882832e+00,-2.15126159e-02,1.22703758e+03,1.81997955e+00,4.50155044e+02,5.80002530e-01,4.50155044e+02,5.80002530e-01
"2016Q3",2.05959447e+05,9.27878737e+01,9.77969156e+01,8.76835382e+01,9.25795795e+01,2.94624696e+03,7.66576000e+00,9.11434269e+01,9.54959592e+01,3.96666667e-01,3.00000000e+00,6.87726753e+01,1.05181889e+02,2.01406048e-01,1.72079595e-01,2.38227273e+00,9.50000000e+00,9.30315089e+01,9.80643332e+01,8.78071804e+01,9.27776811e+01,9.08536938e+01,6.84885912e+01,1.07402367e+02,4.53293824e+02,4.47514328e+02,4.47373418e+02,4.58562372e+02,4.58289304e+02,4.53020611e+02,4.52806859e+02,4.55908393e+02,4.53031596e+02,8.68054959e+01,1.22354346e+03,4.50925045e+02,4.51243439e+02,7.98828742e+02,4.67658222e+02,4.65569113e+02,4.22666718e+02,4.23080650e+02,-1.75979815e+02,-1.60243227e+02,8.01443312e+02,3.09175288e+00,5.49871006e+00,3.80388314e+00,-6.06983307e+00,-1.04302004e+01,5.52031657e+00,3.44703047e+00,1.58538463e+00,5.18245150e-01,-7.34722872e+01,2.28817361e+00,7.59996325e-01,2.43928180e+00,-6.52275598e+00,-9.54590029e+00,-2.68979453e+01,7.86682627e+00,-3.36127751e-01,0.00000000e+00,0.00000000e+00,-8.02912423e+00,7.07086141e+00,6.19698525e+00,6.12255322e+00,1.06966283e+01,1.06422233e+01,6.10338791e+00,6.07989539e+00,1.53677550e+00,7.03813163e+00,-1.21373577e+01,1.56698908e+00,2.18331117e+00,2.19823180e+00,3.61894779e-01,9.25216776e+00,8.82272668e+00,-7.77278670e+00,-8.77986705e+00,0.00000000e+00,0.00000000e+00,-5.17219113e+00,5.94898590e-01,-1.14010883e+00,8.80269781e-01,-2.85371191e-01,7.95567046e+02,5.87626543e+00,-7.81265524e-01,-3.58843310e-01,6.07829960e+00,-1.97851524e-01,1.22742917e+03,1.56636244e+00,4.50842554e+02,8.24908410e-02,4.50842554e+02,8.24908410e-02
"2016Q4",2.07206983e+05,9.32200833e+01,9.76988231e+01,8.82393760e+01,9.31483097e+01,3.01548467e+03,7.71467000e+00,9.37612933e+01,9.60744562e+01,4.50000000e-01,3.00000000e+00,7.48316205e+01,1.04892088e+02,2.01406048e-01,1.72079595e-01,2.36307692e+00,9.53000000e+00,9.37974078e+01,9.89046935e+01,8.88701540e+01,9.34814633e+01,9.09741806e+01,7.52628122e+01,1.05694640e+02,4.54113722e+02,4.48717636e+02,4.48005330e+02,4.59415669e+02,4.58188951e+02,4.53776316e+02,4.53419295e+02,4.56512348e+02,4.53496318e+02,8.59964551e+01,1.22414735e+03,4.51057574e+02,4.54075212e+02,8.01151585e+02,4.66055418e+02,4.65293209e+02,4.32098615e+02,4.31524053e+02,-1.75979815e+02,-1.60243227e+02,8.03550211e+02,3.27959173e+00,4.81323257e+00,2.52765099e+00,3.41318796e+00,-4.01410645e-01,3.02282329e+00,2.44974271e+00,2.41581677e+00,1.85888950e+00,-3.23616342e+00,2.41556778e+00,5.30113850e-01,1.13270939e+01,9.29137162e+00,-6.41121694e+00,-1.10361878e+00,3.77275884e+01,3.37736104e+01,0.00000000e+00,0.00000000e+00,8.42759667e+00,5.57964639e+00,5.42888030e+00,5.47751528e+00,6.49065099e+00,6.44245098e+00,5.32420361e+00,5.33389912e+00,2.03005319e+00,5.59030753e+00,-2.14003104e+01,2.54295233e+00,2.18038438e+00,2.30602269e+00,-1.43174734e+00,8.24333350e+00,8.37943235e+00,1.29881373e+01,1.36855201e+01,0.00000000e+00,0.00000000e+00,-4.98134054e+00,2.13502361e+00,-1.58005319e+00,9.11033733e-01,1.22398988e+00,7.97000510e+02,6.54970062e+00,-7.71798353e-01,-8.08254837e-01,5.73385591e+00,-5.75070053e-01,1.22776500e+03,1.34331965e+00,4.51519656e+02,-4.62082474e-01,4.51519656e+02,-4.62082474e-01
"2017Q1",2.06658743e+05,9.55572899e+01,9.94277929e+01,9.08175232e+01,9.56148695e+01,2.92246800e+03,7.39444000e+00,8.88202520e+01,9.65713856e+01,7.00000000e-01,3.00000000e+00,7.99266477e+01,1.05031653e+02,2.01406048e-01,1.72079595e-01,2.01846154e+00,9.60000000e+00,9.50863943e+01,9.88141975e+01,9.02789291e+01,9.53626174e+01,9.17894779e+01,8.15996660e+01,1.04333209e+02,4.55478589e+02,4.50290409e+02,4.50885225e+02,4.59324129e+02,4.59943168e+02,4.55768665e+02,4.56032835e+02,4.57028248e+02,4.55972596e+02,7.02335606e+01,1.22388241e+03,4.51949767e+02,4.48661469e+02,7.98018374e+02,4.64758971e+02,4.65426176e+02,4.40182517e+02,4.38110931e+02,-1.75979815e+02,-1.60243227e+02,7.99568033e+02,5.45946862e+00,6.29109188e+00,1.15195804e+01,-3.66160467e-01,7.01686748e+00,7.96939462e+00,1.04541583e+01,2.06360201e+00,9.90511111e+00,-6.30515778e+01,-1.05974414e+00,3.56877372e+00,-2.16549729e+01,-1.25328427e+01,-5.18578720e+00,5.31869793e-01,3.23356071e+01,2.63475119e+01,0.00000000e+00,0.00000000e+00,-1.59287093e+01,4.57939920e+00,4.57522246e+00,4.60302776e+00,1.45995448e+00,1.44820515e+00,5.64724702e+00,5.64374525e+00,2.41187527e+00,4.58038816e+00,-5.65131905e+01,1.52164352e+00,1.63680411e+00,1.58742976e+00,-1.05929818e+01,5.02943497e+00,5.17233434e+00,4.33423959e+01,4.35788922e+01,0.00000000e+00,0.00000000e+00,-1.27605057e+01,2.81504080e+00,-1.71187527e+00,9.35902754e-01,1.87913804e+00,7.98360557e+02,1.20747631e+00,-7.70882883e-01,-9.40992390e-01,5.44018794e+00,-7.24265947e-01,1.22805415e+03,1.15657436e+00,4.52186620e+02,-2.36853242e-01,4.52186620e+02,-2.36853242e-01
